KD_OBAT,NAMA,Category,Subcategory,BrandGroup,Manufacturer
AI-1351,Tilsan 25 mg,General Medicine,Tablet,Tilsan,Otto
AI-1352,Tirmaclo 50 mg,General Medicine,Tablet,Tirmaclo,Mers
AI-1353,Tobroson 0.6 ml,General Medicine,Other,Tobroson,Cend
AI-1354,Tofranil 25 mg,General Medicine,Tablet,Tofranil,Lani
AI-1355,Tokasid 200 mg,General Medicine,Tablet,Tokasid,Graf
AI-1356,Tracrium 10 mg/ml,Injectables & Hospital Care,Vial/Injection,Tracrium,Abbt
AI-1357,Tracrium 2,General Medicine,Other,Tracrium,amp
AI-1358,Tracrium 5 ml,Injectables & Hospital Care,Vial/Injection,Tracrium,Abbt
AI-1359,Tramadol 50 mg,Pain Relief & Inflammation,Other,Tramadol,Hexp
AI-1360,Tramadol 50 mg/ml,Pain Relief & Inflammation,Vial/Injection,Tramadol,Nove
AI-1361,Tranexid 250 mg/5 m,Injectables & Hospital Care,Vial/Injection,Tranexid,Dexa
AI-1362,Tranexid 500 mg/5 m,Injectables & Hospital Care,Vial/Injection,Tranexid,Dexa
AI-1363,Transamin 250 mg,General Medicine,Other,Transamin,Ppin
AI-1364,Transamin 500 mg,General Medicine,Other,Transamin,Ppin
AI-1365,Travatan 0,General Medicine,Other,Travatan,btl
AI-1366,Trazep 10 mg/2,General Medicine,Other,Trazep,Prat
AI-1367,Trazep 5 mg/2,General Medicine,Other,Trazep,Prat
AI-1368,Triacarpin 2 %,General Medicine,Bottle/Liquid,Triacarpin,Cend
AI-1369,Triamcinolone 4 mg,General Medicine,Tablet,Triamcinolone,Nove
AI-1370,Trianta 60 ml,General Medicine,Bottle/Liquid,Trianta,Ifar
AI-1371,Triatimol 0,General Medicine,Other,Triatimol,btl
AI-1372,Triaxitrol 5 ml,General Medicine,Bottle/Liquid,Triaxitrol,Cend
AI-1373,Tridex 27A 500 ml,General Medicine,Bottle/Liquid,Tridex,Sanb
AI-1374,Tridex 27B 500 ml,General Medicine,Other,Tridex,btl
AI-1375,Trifluoperazin 5 mg,Respiratory & Allergy,Tablet,Trifluoperazin,Dava
AI-1376,Triheksifenidil HCl 2 mg,General Medicine,Tablet,Triheksifenidil,Infa
AI-1377,Trimaclo 50 mg,General Medicine,Tablet,Trimaclo,Mers
AI-1378,Triofusin 500 ml,General Medicine,Bottle/Liquid,Triofusin,Kalb
AI-1379,Trolip 100 mg,General Medicine,Other,Trolip,Dexa
AI-1380,Trovilon 250 mg,General Medicine,Other,Trovilon,Ifar
AI-1381,Trunal 50 mg,General Medicine,Other,Trunal,Dexa
AI-1382,Tupepe cream 10%,Dermatology & Topical,Cream/Topical,Tupepe,Mdkn
AI-1383,Tutofusin Ops 500 ml,General Medicine,Bottle/Liquid,Tutofusin,Kalb
AI-1384,Tykerb 250 mg,General Medicine,Tablet,Tykerb,Gski
AI-1385,Udopa 40 mg/ml,Injectables & Hospital Care,Vial/Injection,Udopa,Dipa
AI-1386,Ulfaprim 480 mg,General Medicine,Tablet,Ulfaprim,Hexp
AI-1387,Ulsafate 500 mg/5 m,General Medicine,Bottle/Liquid,Ulsafate,Comb
AI-1388,Ulsicral 500 mg,General Medicine,Tablet,Ulsicral,Ikap
AI-1389,Ulsicral 500 mg/5 ml,General Medicine,Bottle/Liquid,Ulsicral,Ikap
AI-1390,Ulsidex 500 mg,General Medicine,Tablet,Ulsidex,Dexa
AI-1391,Untechol 10 mg,General Medicine,Tablet,Untechol,Bern
AI-1392,Urinter 400 mg,General Medicine,Other,Urinter,Intr
AI-1393,Urispas 200 mg,General Medicine,Tablet,Urispas,Prms
AI-1394,Urixin 400 mg,General Medicine,Other,Urixin,Abbt
AI-1395,Uromitexan 400 mg,Injectables & Hospital Care,Vial/Injection,Uromitexan,Tmin
AI-1396,Utergin 0,Injectables & Hospital Care,Vial/Injection,Utergin,Ikap
AI-1397,Vaclo 75 mg,General Medicine,Tablet,Vaclo,Dexa
AI-1398,Vagistin 500 mg,Dermatology & Topical,Suppository,Vagistin,Comb
AI-1399,Vagizol 500 mg,Antibiotics & Anti-infectives,Tablet,Vagizol,Kifa
AI-1400,Valdimex 10 mg/2 ml,Injectables & Hospital Care,Vial/Injection,Valdimex,Mers
AI-1401,Valdimex 5 mg,General Medicine,Tablet,Valdimex,Mers
AI-1402,Valsartan NI 160 mg,General Medicine,Tablet,Valsartan,Nova
AI-1403,Valsartan NI 80 mg,General Medicine,Tablet,Valsartan,Nova
AI-1404,Valved 62,General Medicine,Tablet,Valved,Glob
AI-1405,Valved DM 41,General Medicine,Bottle/Liquid,Valved,Glob
AI-1406,Vancep 500 mg/via,Injectables & Hospital Care,Vial/Injection,Vancep,Prat
AI-1407,Vascardin 10 mg,General Medicine,Tablet,Vascardin,Nich
AI-1408,Vascon 4 mg/4 ml,Injectables & Hospital Care,Vial/Injection,Vascon,Prat
AI-1409,Vastigo 6 mg,General Medicine,Tablet,Vastigo,Dexa
AI-1410,Vbloc 6,General Medicine,Other,Vbloc,Kalb
AI-1411,Velcox 15 mg,General Medicine,Tablet,Velcox,Nove
AI-1412,Velcox 7,General Medicine,Tablet,Velcox,Nove
AI-1413,Vemil 80 mg,General Medicine,Tablet,Vemil,Rama
AI-1414,Venofundin 6%,General Medicine,Bottle/Liquid,Venofundin,Bbmi
AI-1415,Ventolin Inhaler 100 mcg/pu,General Medicine,Other,Ventolin,Glax
AI-1416,Ventolin nebules 2,Injectables & Hospital Care,Vial/Injection,Ventolin,Glax
AI-1417,Verapamil 80 mg,General Medicine,Tablet,Verapamil,Kifa
AI-1418,Vercure 6 mg,General Medicine,Tablet,Vercure,Temp
AI-1419,Verorab 0,Injectables & Hospital Care,Vial/Injection,Verorab,Sano
AI-1420,Versilon 6 mg,General Medicine,Tablet,Versilon,Mers
AI-1421,Vertikaf 8 mg,General Medicine,Tablet,Vertikaf,Kifa
AI-1422,Viaclav 156.25 mg,General Medicine,Bottle/Liquid,Viaclav,Dank
AI-1423,Viccillin 1000 mg,Antibiotics & Anti-infectives,Vial/Injection,Viccillin,Meij
AI-1424,Vigamox 0,General Medicine,Other,Vigamox,btl
AI-1425,Vinblastine 10 mg/vial,Injectables & Hospital Care,Vial/Injection,Vinblastine,Temp
AI-1426,Vincristine 1 mg/vial,Oncology & Specialty,Vial/Injection,Vincristine,Kalb
AI-1427,Vincristine 2 mg/vial,Oncology & Specialty,Vial/Injection,Vincristine,Kalb
AI-1428,Visto 0,General Medicine,Other,Visto,btl
AI-1429,Vit B1 100 mg/ml,Vitamins & Supplements,Vial/Injection,Vit,Phap
AI-1430,Vit B6 100 mg/ml,Vitamins & Supplements,Vial/Injection,Vit,Ikap
AI-1431,Vitamin - B Complex komb,Vitamins & Supplements,Tablet,Vitamin,Mari
AI-1432,Vitamin B1 50 mg,Vitamins & Supplements,Tablet,Vitamin,Muti
AI-1433,Vitamin B12 50 mcg,Vitamins & Supplements,Tablet,Vitamin,Mari
AI-1434,Vitamin B6 10 mg,Vitamins & Supplements,Tablet,Vitamin,Muti
AI-1435,Vitamin C 250 mg,Vitamins & Supplements,Tablet,Vitamin,Aptk
AI-1436,Vivace 10 mg,General Medicine,Tablet,Vivace,Acta
AI-1437,Vivace 2,General Medicine,Tablet,Vivace,Acta
AI-1438,Vivace 5 mg,General Medicine,Tablet,Vivace,Acta
AI-1439,Voltadex 1%,General Medicine,Other,Voltadex,Dexa
AI-1440,Voluven 6%,General Medicine,Bottle/Liquid,Voluven,Fres
AI-1441,Vomerin 5 mg/ml,General Medicine,Tablet,Vomerin,Soho
AI-1442,Vometraz 4 mg/2 ml,Injectables & Hospital Care,Vial/Injection,Vometraz,Dexa
AI-1443,Vomipram 0,General Medicine,Bottle/Liquid,Vomipram,Cors
AI-1444,Vomipram 10 mg,General Medicine,Tablet,Vomipram,Cors
AI-1445,Vomipram 10 ml,General Medicine,Bottle/Liquid,Vomipram,Cors
AI-1446,Vorbet 5 mg,General Medicine,Tablet,Vorbet,Prom
AI-1447,Vosama 0,General Medicine,Other,Vosama,strip
AI-1448,Vosama 1 mg/ml,General Medicine,Other,Vosama,Cend
AI-1449,Wida D5-1/2 NS 500 ml,General Medicine,Bottle/Liquid,Wida,Wida
AI-1450,Wida D5-1/4 NS 500 ml,General Medicine,Bottle/Liquid,Wida,Wida
AI-1451,Wida D5-NS 500 ml,General Medicine,Bottle/Liquid,Wida,Wida
AI-1452,Wida HSD 500 ml,General Medicine,Other,Wida,btl
AI-1453,WIDA RL 1000 ml,General Medicine,Bottle/Liquid,Wida,Wida
AI-1454,WIDA WI (Twist off) 1000 ml,General Medicine,Bottle/Liquid,Wida,Wida
AI-1455,WIDA WI (Unicap) 1000 ml,General Medicine,Bottle/Liquid,Wida,Wida
AI-1456,Widahes 130 6%,General Medicine,Bottle/Liquid,Widahes,Wida
AI-1457,Widahes 6%,General Medicine,Bottle/Liquid,Widahes,Wida
AI-1458,Winatin 10 mg,General Medicine,Tablet,Winatin,Ifar
AI-1459,Xalatan 0,General Medicine,Other,Xalatan,Unknown
AI-1460,Xanvit 7,Vitamins & Supplements,Bottle/Liquid,Xanvit,Soho
AI-1461,Xarelto 10 mg,General Medicine,Tablet,Xarelto,Bayr
AI-1462,Xeloda 500 mg,General Medicine,Tablet,Xeloda,Roch
AI-1463,Xitrol 3,General Medicine,Other,Xitrol,Cend
AI-1464,YAL larutan,General Medicine,Bottle/Liquid,Yal,Tpam
AI-1465,Zac 10 mg,General Medicine,Other,Zac,Ikap
AI-1466,enalb 20%,General Medicine,Bottle/Liquid,Enalb,Ikap
AI-1467,enalb 20%,General Medicine,Bottle/Liquid,Enalb,Ikap
AI-1468,Zentropil 100 mg,General Medicine,Other,Zentropil,Luca
AI-1469,Zicho 250 mg,General Medicine,Tablet,Zicho,Nich
AI-1470,Zidiar 20 mg,General Medicine,Tablet,Zidiar,Temp
AI-1471,Zidiar 20mg/5ml,General Medicine,Bottle/Liquid,Zidiar,Temp
AI-1472,Zincare 20 mg,Vitamins & Supplements,Tablet,Zincare,Kalb
AI-1473,Zink 20 mg,General Medicine,Tablet,Zink,Infa
AI-1474,Zink Dispersible 20 mg,General Medicine,Tablet,Zink,Kifa
AI-1475,Zinkid 10 mg/5 ml,General Medicine,Bottle/Liquid,Zinkid,Infa
AI-1476,Zinnat 250 mg,General Medicine,Tablet,Zinnat,Glax
AI-1477,Zinnat 500 mg,General Medicine,Tablet,Zinnat,Glax
AI-1478,Zofredal 1 mg,General Medicine,Tablet,Zofredal,Kalb
AI-1479,Zofredal 2 mg,General Medicine,Tablet,Zofredal,Kalb
AI-1480,oladex 10,Injectables & Hospital Care,Vial/Injection,Oladex,Asca
AI-1481,oladex 3,Injectables & Hospital Care,Vial/Injection,Oladex,Asca
AI-1482,oloral 2%,General Medicine,Other,Oloral,Ikap
AI-1483,Zometa 4 mg/5 ml,Injectables & Hospital Care,Vial/Injection,Zometa,Nova
AI-1484,Zophrena 2 mg,General Medicine,Tablet,Zophrena,Dexa
AI-1485,Zorel 200 mg,General Medicine,Tablet,Zorel,Dexa
AI-1486,Zorel 400 mg,General Medicine,Tablet,Zorel,Dexa
AI-1487,Zycin 250 mg,General Medicine,Tablet,Zycin,Intr
AI-1488,Zycin 500 mg,General Medicine,Tablet,Zycin,Intr
AI-1489,Zyfort 3 ml,Injectables & Hospital Care,Vial/Injection,Zyfort,Nove
AI-1490,Zyfort 5000 mcg,Injectables & Hospital Care,Vial/Injection,Zyfort,Nove
AI-1491,ypraz 0,General Medicine,Tablet,Ypraz,Kalb
AI-1492,Zypraz 1 mg,General Medicine,Tablet,Zypraz,Kalb
AI-1493,Zyprexa RAIM 10 mg/vial,Injectables & Hospital Care,Vial/Injection,Zyprexa,Elly
AI-1521,Fludexin syr,Respiratory & Allergy,Bottle/Liquid,Fludexin,P-000
AI-1522,Lyrica 50mg (SALAH),General Medicine,Tablet,Lyrica,P-000
AI-1523,pravastatin tab 20 ,General Medicine,Tablet,Pravastatin,P-000
AI-1524,Dilavask 5 mg,General Medicine,Tablet,Dilavask,P-000
AI-1525,Desoximetasone  0,General Medicine,Other,Desoximetasone,P-000
AI-1527,Platogrix 75 mg,General Medicine,Tablet,Platogrix,P-000
AI-1529,Atorsan 20 mg,General Medicine,Tablet,Atorsan,P-101
AI-1530,Nitral  500 mcg,General Medicine,Tablet,Nitral,P-000
AI-1531,Gliquidone     30 mg,General Medicine,Tablet,Gliquidone,P-000
AI-1532,Lyrica  75 mg,General Medicine,Tablet,Lyrica,P-000
AI-1533,Ketros 100 mg sup,Dermatology & Topical,Suppository,Ketros,P-000
AI-1534,phenobarbital 30 mg tab,General Medicine,Tablet,Phenobarbital,P-000
AI-1535,vitamin C 50mg,Vitamins & Supplements,Other,Vitamin,P-000
AI-1536,Eritromisin    500 mg,General Medicine,Tablet,Eritromisin,P-000
AI-1537,Erythromycin   500 mg,Antibiotics & Anti-infectives,Tablet,Erythromycin,P-000
AI-1538,Aricept 5 mg,General Medicine,Tablet,Aricept,P-000
AI-1540,Cordila SR 90 mg,General Medicine,Tablet,Cordila,P-000
AI-1541,Zilop   300 mg,General Medicine,Tablet,Zilop,P-000
AI-1542,Lyrica  50 mg,General Medicine,Tablet,Lyrica,P-000
AI-1543,Nova T  ,General Medicine,Other,Nova,P-000
AI-1544,Dimenhydrinate 50 mg,General Medicine,Tablet,Dimenhydrinate,P-000
AI-1545,Kalium Diklofenak 25 mg,General Medicine,Tablet,Kalium,P-000
AI-1546,Hipnoz  15 mg/3 ml,Injectables & Hospital Care,Vial/Injection,Hipnoz,P-000
AI-1548,Dulcolax Supp Infant  5 mg,Dermatology & Topical,Suppository,Dulcolax,P-000
AI-1549,Allopurinol 300 mg,General Medicine,Tablet,Allopurinol,P-000
AI-1550,Oralit 200ml,Gastrointestinal,Sachet,Oralit,P-000
AI-1551,Tamofen 10 mg,General Medicine,Tablet,Tamofen,P-000
AI-1552,Atorsan 40 mg,General Medicine,Tablet,Atorsan,P-000
AI-1553,Dobutamin Hameln 250 mg,Injectables & Hospital Care,Vial/Injection,Dobutamin,P-000
AI-1554,Dexipenem 1.000 mg,Injectables & Hospital Care,Vial/Injection,Dexipenem,P-000
AI-1555,Telfast 30 mg,General Medicine,Tablet,Telfast,P-000
AI-1556,Telfast OD 120 mg,General Medicine,Tablet,Telfast,P-000
AI-1557,Prednison,General Medicine,Tablet,Prednison,P-000
AI-1558,gemsikal 1000,Oncology & Specialty,Vial/Injection,Gemsikal,P-000
AI-1559,gemsikal 200,Oncology & Specialty,Vial/Injection,Gemsikal,P-035
AI-1560,Imdur 60 mg,General Medicine,Tablet,Imdur,P-014
AI-1561,Yosenob tab,General Medicine,Tablet,Yosenob,P-000
AI-1562,gentamycin slp mata,General Medicine,Other,Gentamycin,P-000
AI-1563,unistin 50mg,Injectables & Hospital Care,Vial/Injection,Unistin,P-000
AI-1564,unistin 10mg,Injectables & Hospital Care,Vial/Injection,Unistin,P-000
AI-1565,inoxin tab,General Medicine,Tablet,Inoxin,P-000
AI-1568,Farsix tab,General Medicine,Tablet,Farsix,P-000
AI-1569,Ka-en 1B,General Medicine,Bottle/Liquid,Ka,P-000
AI-1570,DIOVAN 80,General Medicine,Tablet,Diovan,P-000
AI-1572,diovan 160,General Medicine,Tablet,Diovan,P-000
AI-1573,CENDO FENICOL SLP MATA,General Medicine,Other,Cendo,P-000
AI-1574,bonviva,General Medicine,Other,Bonviva,P-000
AI-1575,fungatin drop,General Medicine,Drops,Fungatin,P-000
AI-1576,Paracetamol infus,Pain Relief & Inflammation,Bottle/Liquid,Paracetamol,P-000
AI-1577,Januvia 50mg tab,General Medicine,Tablet,Januvia,P-000
AI-1578,Hyperchol 300mg caps,General Medicine,Tablet,Hyperchol,P-000
AI-1579,Maltofer drop,General Medicine,Bottle/Liquid,Maltofer,P-000
AI-1580,candesartan dexa putih 30 tab,General Medicine,Tablet,Candesartan,P-000
AI-1581,Thyrozol 10mg ,General Medicine,Tablet,Thyrozol,P-000
AI-1582,valesco 80mg,General Medicine,Tablet,Valesco,P-000
AI-1583,BLOPRES 8 mm,General Medicine,Tablet,Blopres,P-114
AI-1584,chloramphenicol 250mg,Injectables & Hospital Care,Vial/Injection,Chloramphenicol,P-000
AI-1585,ramipril 10mg,General Medicine,Other,Ramipril,P-014
AI-1586,fleet phosposoda,General Medicine,Bottle/Liquid,Fleet,P-026
AI-1587,fleet phosposoda,General Medicine,Bottle/Liquid,Fleet,P-003
AI-1588,Urotractin tab,General Medicine,Tablet,Urotractin,P-000
AI-1589,Ocuflam ed,General Medicine,Other,Ocuflam,P-000
AI-1590,STOLAX 10 MG SUPP,Dermatology & Topical,Suppository,Stolax,P-000
AI-1591,Foransi 10mg tab,General Medicine,Tablet,Foransi,P-000
AI-1592,Tegretol syrup,General Medicine,Bottle/Liquid,Tegretol,P-000
AI-1593,Soft u derm,General Medicine,Other,Soft,P-000
AI-1594,Nopres 20mg,General Medicine,Tablet,Nopres,P-000
AI-1595,Wida KN-1,General Medicine,Other,Wida,P-Otsu
AI-1596,Wida KN-2,General Medicine,Other,Wida,P-082
AI-1597,Uromitexan 100mg (Mesna inj),Injectables & Hospital Care,Vial/Injection,Uromitexan,P-000
AI-1598,Ramipril 2,General Medicine,Tablet,Ramipril,P-000
AI-1599,Natrium Diklofenac 50mg,General Medicine,Tablet,Natrium,P-000
AI-1600,Dexipenem 0,Injectables & Hospital Care,Vial/Injection,Dexipenem,P-000
AI-1601,Ampicilin 1gr,Injectables & Hospital Care,Vial/Injection,Ampicilin,P-000
AI-1602,Diazepam 2mg,General Medicine,Tablet,Diazepam,P-000
AI-1603,Acarbose 50mg,Diabetes Care,Tablet,Acarbose,P-000
AI-1604,Acarbose 100mg,Diabetes Care,Tablet,Acarbose,P-000
AI-1605,Cefoperazon inj,Antibiotics & Anti-infectives,Vial/Injection,Cefoperazon,P-000
AI-1606,Fenofibrate 300mg,General Medicine,Tablet,Fenofibrate,P-000
AI-1607,Fenofibrate 100mg,General Medicine,Tablet,Fenofibrate,P-000
AI-1608,Cripsa,General Medicine,Tablet,Cripsa,P-000
AI-1609,Zirkum kids syp,General Medicine,Bottle/Liquid,Zirkum,P-000
AI-1610,Dexketoprofen 50mg,Injectables & Hospital Care,Vial/Injection,Dexketoprofen,P-000
AI-1611,Paclitaxel 100mg,Oncology & Specialty,Vial/Injection,Paclitaxel,P-001
AI-1612,Xarelto 20mg,General Medicine,Tablet,Xarelto,P-000
AI-1613,Oxytocin inj,Injectables & Hospital Care,Vial/Injection,Oxytocin,P-000
AI-1614,Lisinopril 5mg,General Medicine,Tablet,Lisinopril,P-000
B-00001,Paper ECG 80 x 30,General Medicine,Other,Paper,P-000
R-0001,Betrix,Injectables & Hospital Care,Vial/Injection,Betrix,P-000
R-0002,ABBOTIC XL 500,General Medicine,Tablet,Abbotic,P-000
R-0003,ABU Inj,Injectables & Hospital Care,Vial/Injection,Abu,P-000
R-0004,,General Medicine,Tablet,Unknown,P-000
R-0005,ACETENSA,General Medicine,Tablet,Acetensa,P-000
R-0006,Aclam 500,General Medicine,Tablet,Aclam,P-000
R-0007,ACPULSIF 5MG,General Medicine,Tablet,Acpulsif,P-000
R-0008,Acran 150mg tab,General Medicine,Tablet,Acran,P-000
R-0009,Acran Inj,Injectables & Hospital Care,Vial/Injection,Acran,P-000
R-0010,Actapin 5,General Medicine,Tablet,Actapin,P-000
R-0011,Actifed  syr  60ml (kuning),General Medicine,Syrup,Actifed,P-000
R-0012,Actifed  syr DM 60ml (merah),General Medicine,Syrup,Actifed,P-000
R-0013,Actifed  syr EXP 60ml (hijau),General Medicine,Syrup,Actifed,P-000
R-0014,Actifed tab,General Medicine,Tablet,Actifed,P-000
R-0015,Actonel 35mg tab,General Medicine,Tablet,Actonel,P-000
R-0016,Actos 15mg tab,General Medicine,Tablet,Actos,P-000
R-0017,Actos 30mg tab,General Medicine,Tablet,Actos,P-000
R-0018,Actrapid hiupenfill 40 IU inj,Diabetes Care,Vial/Injection,Actrapid,P-000
R-0019,Actrapid Hmpenfill,Diabetes Care,Vial/Injection,Actrapid,P-000
R-0020,Actravid  Novolet inj,Injectables & Hospital Care,Vial/Injection,Actravid,P-000
R-0021,Acyclovir 200mg tab,Antibiotics & Anti-infectives,Tablet,Acyclovir,P-000
R-0022,Acyclovir 400mg tab,Antibiotics & Anti-infectives,Tablet,Acyclovir,P-000
R-0023,Acyclovir 5gr,Antibiotics & Anti-infectives,Other,Acyclovir,P-000
R-0024,Adalat 10 mg tab,Cardiovascular,Tablet,Adalat,P-000
R-0025,Adalat oros 30 tab,Cardiovascular,Tablet,Adalat,P-000
R-0026,Adona AC  17 tab,General Medicine,Tablet,Adona,P-000
R-0027,Adona AC 50mg Inj,Injectables & Hospital Care,Vial/Injection,Adona,P-000
R-0028,Adona Forte tab,General Medicine,Tablet,Adona,P-000
R-0029,Advantan cream,Dermatology & Topical,Cream/Topical,Advantan,P-000
R-0030,Aerius   tab,General Medicine,Tablet,Aerius,P-000
R-0031,AERRANE 250ML,General Medicine,Other,Aerrane,P-000
R-0032,Afrin Nassal Drop,General Medicine,Bottle/Liquid,Afrin,P-000
R-0033,Afrin Semprot hidung,General Medicine,Other,Afrin,P-000
R-0034,Agresol  tab,General Medicine,Tablet,Agresol,P-000
R-0035,AHFC,General Medicine,Sachet,Ahfc,P-000
R-0036,Akilen 200 tab,General Medicine,Tablet,Akilen,P-000
R-0037,Akrinor  tab,General Medicine,Tablet,Akrinor,P-000
R-0038,Albapure 20% 100ml,General Medicine,Bottle/Liquid,Albapure,P-000
R-0039,Albapure 20% 50ml,General Medicine,Bottle/Liquid,Albapure,P-000
R-0040,Albothyl 10 ml,General Medicine,Other,Albothyl,P-000
R-0041,Albothyl 100ml,General Medicine,Other,Albothyl,P-000
R-0042,ALBOTHYL GEL,Dermatology & Topical,Cream/Topical,Albothyl,P-000
R-0043,Albothyl vaginal (ovula) supp,Dermatology & Topical,Suppository,Albothyl,P-000
R-0044,Albotyl Conct 10ml,Oncology & Specialty,Other,Albotyl,P-000
R-0045,Alco Drop syr,General Medicine,Syrup,Alco,P-000
R-0046,Alco Plus DMP syr,General Medicine,Syrup,Alco,P-000
R-0047,Alco Plus syr,General Medicine,Syrup,Alco,P-000
R-0048,Aldactone 100mg tab,General Medicine,Tablet,Aldactone,P-000
R-0049,Aldazide 25mg tab,General Medicine,Tablet,Aldazide,P-000
R-0050,aldisa,General Medicine,Tablet,Aldisa,P-000
R-0051,ALERFED SYR,General Medicine,Syrup,Alerfed,P-000
R-0052,Alinamin F  tab,General Medicine,Tablet,Alinamin,P-000
R-0053,Alinamin F Inj,Injectables & Hospital Care,Vial/Injection,Alinamin,P-000
R-0055,Alkohol 70% 1 ltr (salah),General Medicine,Other,Alkohol,P-000
R-0056,Allopurinol 100mg tab,General Medicine,Tablet,Allopurinol,P-000
R-0057,Alloris tab,General Medicine,Tablet,Alloris,P-000
R-0058,in,General Medicine,Tablet,In,P-000
R-0059,Alora tab,General Medicine,Tablet,Alora,P-000
R-0060,ALOSTIL INJ 500MG,Injectables & Hospital Care,Vial/Injection,Alostil,P-000
R-0061,Alovel tab,General Medicine,Tablet,Alovel,P-000
R-0062,ALPHADINE SOL 1000ML,General Medicine,Bottle/Liquid,Alphadine,P-000
R-0063,ALPHAMOL CAPLET,General Medicine,Capsule,Alphamol,P-000
R-0064,alprazolam 0.5mg,General Medicine,Tablet,Alprazolam,P-000
R-0065,alprazolam 1mg,General Medicine,Tablet,Alprazolam,P-000
R-0066,Alupent tab,General Medicine,Tablet,Alupent,P-000
R-0067,Amadiab 2mg tab,General Medicine,Tablet,Amadiab,P-000
R-0068,Amadiab 3mg tab,General Medicine,Tablet,Amadiab,P-000
R-0069,Amaryl 1 mg tab,General Medicine,Tablet,Amaryl,P-000
R-0070,Amaryl 2 mg tab,General Medicine,Tablet,Amaryl,P-000
R-0071,Amaryl 3 mg tab,General Medicine,Tablet,Amaryl,P-000
R-0072,Amaryl 4 mg tab,General Medicine,Tablet,Amaryl,P-000
R-0073,Ambroxol Syr,Respiratory & Allergy,Syrup,Ambroxol,P-000
R-0074,Ambroxol Tab,Respiratory & Allergy,Tablet,Ambroxol,P-000
R-0075,AMDIXAL 5,General Medicine,Tablet,Amdixal,P-000
R-0076,Amicain Suppos  supp,Dermatology & Topical,Suppository,Amicain,P-000
R-0077,AMIKIN INJ 500MG,Injectables & Hospital Care,Vial/Injection,Amikin,P-000
R-0078,Aminefron tab,General Medicine,Tablet,Aminefron,P-000
R-0079,aminofilin tab,General Medicine,Tablet,Aminofilin,P-000
R-0080,AMINOFLUID  L 1000ML INF,Respiratory & Allergy,Vial/Injection,Aminofluid,P-000
R-0081,Aminofucin paed 500ml,General Medicine,Other,Aminofucin,P-000
R-0082,Aminofusin Hepar,General Medicine,Other,Aminofusin,P-000
R-0083,Aminofusin L 600,General Medicine,Bottle/Liquid,Aminofusin,P-000
R-0084,Aminoleban Inf 500ml,Injectables & Hospital Care,Vial/Injection,Aminoleban,P-000
R-0085,Aminophylin Inj,Injectables & Hospital Care,Vial/Injection,Aminophylin,P-000
R-0086,Aminosteril N hepa 8%,General Medicine,Other,Aminosteril,P-000
R-0087,Aminovell 600,General Medicine,Other,Aminovell,P-000
R-0088,Amiparen Inf,Injectables & Hospital Care,Vial/Injection,Amiparen,P-000
R-0089,Amitriptyline 25mg tab,General Medicine,Tablet,Amitriptyline,P-000
R-0090,Amobiotic Drop,General Medicine,Bottle/Liquid,Amobiotic,P-000
R-0091,Amoxsan 1 gr inj,Injectables & Hospital Care,Vial/Injection,Amoxsan,P-000
R-0092,Amoxsan 125mg syr,General Medicine,Syrup,Amoxsan,P-000
R-0093,Amoxsan 250mg cap,General Medicine,Capsule,Amoxsan,P-000
R-0094,Amoxsan 500mg cap,General Medicine,Capsule,Amoxsan,P-000
R-0095,Amoxsan Drop,General Medicine,Drops,Amoxsan,P-000
R-0096,Amoxsan Forte syr,General Medicine,Syrup,Amoxsan,P-000
R-0097,Amoxycilin 250 tab,General Medicine,Tablet,Amoxycilin,P-000
R-0098,Amoxycilin 500 tab,General Medicine,Tablet,Amoxycilin,P-000
R-0099,amoxycillin syr,Antibiotics & Anti-infectives,Syrup,Amoxycillin,P-000
R-0100,Ampicilin 500mg tab,Injectables & Hospital Care,Tablet,Ampicilin,P-000
R-0101,ampicillin inj 1gr,Antibiotics & Anti-infectives,Vial/Injection,Ampicillin,P-000
R-0102,Analsik  cap,General Medicine,Capsule,Analsik,P-000
R-0103,Andrizen 500mg tab,General Medicine,Tablet,Andrizen,P-000
R-0104,ANGELIQ-28 TAB,Dermatology & Topical,Tablet,Angeliq,P-000
R-0105,Angioten  50 mg cap,General Medicine,Tablet,Angioten,P-000
R-0106,antalgin tab,General Medicine,Tablet,Antalgin,P-000
R-0107,Antasida Doen Syr,Gastrointestinal,Syrup,Antasida,P-000
R-0108,Antasida Doen Tab,Gastrointestinal,Tablet,Antasida,P-000
R-0109,Anti hemaroid  supp,General Medicine,Other,Anti,P-000
R-0110,Anti Prestin tab,General Medicine,Tablet,Anti,P-000
R-0111,Antimo tab,General Medicine,Tablet,Antimo,P-000
R-0112,Antiplat 50 tab,General Medicine,Tablet,Antiplat,P-000
